statement,label,agreement
Trees grow more quickly in poor dry soil than in rich humid soil.,0,0.5
Copper is more durable in dry air than in moist air.,1,0.5
Joe Biden is the sitting Vice President of the United States.,0,1
Rocks are generally harder than tools.,0,1
People who suffer fromsyncope or fainting often report a sense of fearbeforehand.,1,1
Wet birds often bask in the sun to dry off.,1,1
"LED and halogen lights consume less energy, generate less heat and consequently require less stress for cooling.",1,1
Weekdays are shorter than weekends.,0,1
The earth's rotation is gradually slowing down.,1,1
Exercise in the short term can actually lead to increased anxiety and decreased self-esteem.,1,0.5
More etymologically frequent words are shorter on average than less frequent words.,1,1
The first person to sign the United States Constitution was George Washington.,0,1
"Although logically dogs should be bigger in cold climates and smaller in hot climates, the opposite is 1.",0,1
Cardboard is made from recycled paper.,1,1
Accenture is a global management consulting and professional services firm.,1,1
Dry air has a higher density than humid air.,0,1
Some people actually do eat whole carrots including the greens.,1,1
The sun is an average star.,1,0.5
"Wet sidewalks can reflect streetlights, making the sidewalks look like rivers of stars.",0,0.5
Bigger horses live shorter lives.,1,1
"Ring finger and middle finger are usually the same length, while index finger is usually shorter.",1,0.5
There are an estimated one hundred trillion galaxies in the observable universe.,1,1
Green light has a shorter wavelength than red light.,1,0.5
The lowest tuition rates tend to correlate with the lowest post-graduation income.,0,1
"The nearest pizza place to the White House is a place called ""Pizzaiolo"".",0,1
Men who work on construction sites earn less money than women of the same occupation.,0,1
"Meat and cheese can ""sweat"" like sports players do.",0,0.5
Many houseplants are poisonous if ingested.,1,1
Jellyfish brains are simpler than most other animals' brains.,1,0.5
"Black clothes absorb light while white clothes reflect light, making black clothes appear cooler than white clothes.",0,0.5
Adolf Hitler was vegetarian.,1,0.5
"In some countries, such as Greece and Peru, crickets are eaten as a snack.",1,1
"Over time, people have become shorter.",0,1
"Throughout the United States, eating out at restaurants is considered a leisure activity.",1,1
"Moon Cheese is made entirely of cheese—curds, milk, and salt.",1,0.5
Cake is traditionally served as breakfast in many cultures.,1,0.5
A company in Taiwan makes neckties for KFCwhich display miniature images of fried chicken.,1,1
John Quincy Adams once ate a whole wheel of cheese by himself.,0,0.5
Broccoli is a member of the mustard family.,1,1
An object in water seems lighter than the object is due to the buoyancy of water.,1,1
Stinging Nettle can be eaten as a leafy vegetable when cooked.,1,1
"The unofficial mascot of the University of California, San Francisco is an anthropomorphic slice of avocado toast.",1,0.5
"As American incomes declined, American utility bills rose.",1,0.5
The world's biggest companies by market capitalization are often not the world's most profitable.,1,0.5
Impossible Burgers will soon be hitting grocery store shelves.,1,1
Some pastamakers were nominated for the Caldecott Award.,1,0.5
"In Japan, there are baths specially designed for birds.",1,0.5
"Dr. Seuss wrote ""Green Eggs and Ham"" using only fifty different words.",1,1
Left-handed quarterbacks face fewer sacks than right-handed quarterbacks.,1,0.5
"As people get older, life expectancy actually decreases.",1,1
Italy is one of the few places in the world where Cashmere goats are found in the wild.,1,0.5
Negative feedback stabilizes systems.,0,1
Vehicles in the United States travel a total of about three trillion miles per year.,1,1
A gentleman once asked Billy Joel to autograph a cucumber for a bet.,1,1
Some birds can outrun a cheetah.,1,1
"Although people like thinkers and doers, a study showed grandstanding is the least liked personality trait.",1,0.5
Toast always lands buttered-side down.,0,1
Chickens can fly for short distances.,1,0.5
Humans have been making and using rocks for tools for over two million years.,1,0.5
Saliva has more than twenty thousand different proteins.,1,0.5
Cutting class in high school usually results in lower grades.,1,1
A recent study found there's DNA from all around the world in the average person's body.,1,0.5
Snowflakes have been known to be as large as US quarters in diameter.,1,1
Approximately one in every two thousand twins is a set of conjoined twins.,0,0.5
Butterflies can taste with all four of the ones at the base of each of its feet.,1,1
"There is such a thing as a jellyfish lake, where literally millions of jellyfish lives.",1,0.5
The amount of galaxies in the observable universe is an estimated two trillion.,1,1
Pigeons can remember human faces.,1,1
Over two million books are published each year.,1,0.5
Every corner of the Earth experiences at least one sunrise and one sunset every day.,1,1
"A google search for ""Crazy facts"" produces approximately eight million results.",1,0.5
Bat colonies can number in the millions.,1,0.5
Parts of the human brain can remain alive for up to four minutes after decapitation.,1,0.5
A single housefly can carry over one million bacteria on its body.,1,1
There are over one million described species of animals and over two million species of plants on Earth.,0,0.5
The Crayola crayon company produces approximately three billion crayons each year.,1,0.5
Kissing can burn anywhere from two to twelve calories per minute.,1,1
"When a gibbon moves through the canopy, its arms swing up and down symmetrically.",1,0.5
Amateur runners have completed a marathon on every continent.,1,0.5
One out of every thousand newborn babies in the United States is born with a tooth.,0,0.5
There are over one trillion flowers blooming at any given moment.,1,0.5
"Every day, Earth's Sun produces enough energy to power the US for an entire year.",1,1
A person produces enough saliva in a lifetime to fill two swimming pools.,1,1
"Every day, the sun produces enough energy to supply the Earth's energy needs for an entire year.",1,1
There are more than sixty different species of dinosaur known to have had feathers.,1,0.5
"For every human on Earth, there areapproximately one million ants.",1,1
There are about two thousand species of sea sponges.,1,1
"The Answer to Life, the Universe and Everything is forty-two.",1,0.5
Male seahorses give birth to hundreds or even thousands of offspring at a time.,0,1
Researchers say the average person can generally only keep four to five things in mind at any given time.,1,0.5
Ducks can fly upside down.,1,1
There are over one trillion galaxies in the observable universe.,1,0.5
Parrots can mimic human speech and are used in some areas for assisting the disabled.,1,1
Millipedes have four hundred legs.,1,1
Approximately one in every four people in the world are affected by mental illness.,1,1
There are approximately one trillion polygons in the film Avatar.,1,0.5
"Statistically, one out of every four people suffer from some form of mental illness.",1,1
Chickens hearts beat nearly four times as fast as human hearts.,1,0.5
Arizona is one of four states with an official state neckwear.,1,0.5
Drinking coffee can extend a person’s life by up to four years.,0,1
"In the UK, a gallon is equal to approximately four and a half litres.",1,1
A single strand of spider web can be up to four times stronger than Kevlar.,1,0.5
One in every four people will experience a mental health disorder in any given year.,1,0.5
"Type D personality is defined as a person who is anxious, reserved, and unpopular.",1,0.5
Greenville won the All-America City Award four times.,1,0.5
One in every four people in the United States has a mental illness.,1,1
Autism spectrum disorder is four times more common in boys than girls.,1,0.5
There are approximately four thousand different species of bees.,1,0.5
A person can sweat up to four gallons per day.,1,1
One pound of dimes contains approximately the same amount of money as four trillion Zimbabwean dollars.,1,0.5
Humans blink an average of four times per minute.,1,0.5
The average king penguin will eat up to four kg of food per day.,1,0.5
Red blood cells live for about four months in the human body.,1,1
Dogs can reproduce as early as four months old.,0,0.5
